CSTR50b50c5p01.dat
50
10000
515 71
1573 13
744 43
1884 3
816 40
987 63
1112 79
1961 58
2279 93
879 23
1421 89
1907 86
2468 84
2271 84
2303 22
543 97
1596 30
2389 102
659 53
1842 64
1792 49
2284 38
1198 43
2088 102
1289 27
531 64
710 45
1481 87
2174 62
1421 6
1922 58
1487 24
603 28
1856 20
832 54
2144 1
1249 13
1707 1
2270 42
2211 40
2048 75
2482 96
1236 21
814 30
852 57
1561 21
1851 73
2467 18
2165 21
790 88
CSTR50b50c5p02.dat
50
10000
2385 76
2349 69
1811 40
1618 4
1942 69
940 81
1752 45
1445 60
1611 80
1445 21
1665 82
1266 65
909 13
1591 31
1994 14
643 85
719 4
2074 52
2325 32
2147 73
1443 63
1461 53
748 4
2182 64
1955 34
1870 32
1844 8
1966 83
636 91
2220 13
673 35
798 72
1667 66
1386 98
1441 22
1369 71
2254 89
1067 22
803 61
2026 10
855 1
1735 56
2204 18
1489 94
750 62
2298 104
2233 5
1566 6
2215 57
2318 111
CSTR50b50c5p03.dat
50
10000
2255 78
1124 16
878 34
1353 6
1068 93
892 94
2393 11
928 59
943 66
2012 18
1910 73
624 43
1350 47
911 81
1686 6
744 69
1841 81
1760 3
1992 10
2451 79
1093 73
637 65
2299 69
2276 26
622 39
1210 2
978 73
2452 75
1098 13
1019 19
1423 12
2108 13
731 99
916 67
2050 93
595 32
1259 56
2427 41
1335 75
1840 81
1661 33
988 18
1171 15
2163 49
648 64
1036 76
614 43
665 95
2265 88
1845 30
CSTR50b50c5p4.dat
50
10000
2125 74
1900 60
1944 28
1087 7
2194 19
845 10
1033 70
2412 54
2275 49
579 15
2154 60
1982 22
1791 71
2230 29
1378 86
844 52
963 51
1445 51
1658 79
756 78
743 77
1814 70
1850 29
2370 81
1289 40
550 64
2111 35
937 64
1560 37
1819 23
2174 80
1419 52
1794 31
2445 36
659 56
1820 86
2264 25
1786 53
1868 81
1654 47
2468 57
2241 72
2138 12
838 9
546 60
1774 47
996 71
1764 74
2315 19
1373 48
CSTR50b50c5p5.dat
50
10000
1995 91
676 21
1011 29
821 10
1321 50
798 29
1674 49
1895 65
1607 46
1146 16
2399 64
1341 8
2233 16
1550 85
1069 91
944 49
2086 35
1131 13
1324 71
1061 99
2394 2
991 95
1400 97
2464 59
1956 52
1890 44
1245 6
1422 71
2022 70
618 33
925 71
730 4
858 71
1975 15
1268 35
1045 64
1269 100
1146 81
2400 11
1468 26
1274 97
1494 47
1105 11
1513 71
2443 74
512 32
1378 18
864 73
2364 56
901 78
CSTR50b50c5p6.dat
50
10000
1865 104
1451 78
